assembly	member_kind	android_type	android_token	android_name	android_ordinal	switch_type	switch_token	switch_name	switch_ordinal	switch_rva_hex	rank	score	margin_to_second	status	type_pair_source	type_pair_authority	android_type_signature	switch_type_signature	evidence
Assembly-CSharp	method	FIIMJHJLBBP	0x060021CB	DLLEMBNMDCH	2	Nekki.SF2.Core.Utils.OutdateLevels	0x06002656	GetValue	2	0xF62660	1	0.930000	0.640000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Single(System.String)	System.Single(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=7;mapped=6|android_il_field_refs=2;mapped=2|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	method	FLLKBEBLENE	0x06001C4F	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionSetStoryTutorialStep	0x06001D06	Parse	1	0xD8AC70	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	GBHDNJFHNNE	0x04000D9A	value__	0	Nekki.SF2.Core.Fights.Rules.FightEvent	0x04000D16	value__	0		1	1.000000	0.808571	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	GCDPHDDEFFA	0x04001808	value__	0	Nekki.SF2.Core.Utils.PointsTableType	0x04001E57	value__	0		1	1.000000	0.860000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	GGFKBGKDALP	0x06002248	LKCGBPLOFFH	3	Nekki.SF2.Core.Utils.Perks.PerkActionLifesteal	0x060026D3	set_DamagePart	3	0xF6A290	1	0.970000	0.585000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Single)	System.Void(System.Single)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|property_event_semantics_equal|mapped_backing_field_link|android_il_field_refs=1;mapped=1|switch_script_rva_joined
Assembly-CSharp	method	GGFKBGKDALP	0x06002249	PALCFKPEPPF	4	Nekki.SF2.Core.Utils.Perks.PerkActionLifesteal	0x060026D4	Parse	4	0xF6A2A0	1	0.930000	0.545000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=6;mapped=4|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	method	GIBFCCMNFPA	0x06001B32	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionActivateTimer	0x06001B79	Parse	1	0xD73C90	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	method	GIIGEHIAJKN	0x060019B9	ALCOMOGKMMI	4	Nekki.SF2.GUI.Dialogs.DialogsManager	0x060014BF	StopDialog	12	0xCEE470	1	0.921579	0.397895	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(Nekki.SF2.GUI.Dialogs.BaseDialog)	System.Void(Nekki.SF2.GUI.Dialogs.BaseDialog)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=8;mapped=3|android_il_field_refs=3;mapped=3|android_il_literals=7|switch_script_rva_joined
Assembly-CSharp	field	GINMCNPCIPN	0x0400103B	PHJCCJNOCGJ	0	Nekki.SF2.Core.Quests.Actions.QuestActionGotoZone	0x04001365	_name	0		1	1.000000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String	System.String	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	GINMCNPCIPN	0x0400103C	ILDBPGBFBDA	1	Nekki.SF2.Core.Quests.Actions.QuestActionGotoZone	0x04001366	_frames	1		1	1.000000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	GINMCNPCIPN	0x06001BB4	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionGotoZone	0x06001C1C	Parse	1	0xD85E40	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=5;mapped=3|android_il_field_refs=3;mapped=2|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	field	GKCKAHAMGDO	0x0400140A	value__	0	DialogType	0x04001933	value__	0		1	1.000000	0.802927	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	GKOMKBHAJIJ	0x06001BCE	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionRemovePack	0x06001C37	Parse	1	0xD87D00	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	GLGBHNDMIOD	0x040013CB	value__	0	EndRoundType	0x040018E8	value__	0		1	1.000000	0.817143	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	GNEJMMGFCNF	0x04000FDB	LOLEMLLPIOK	0	Nekki.SF2.Core.Quests.Actions.QuestActionBuyPack	0x040012E9	_PackName	0		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String	System.String	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	GNEJMMGFCNF	0x06001B3B	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionBuyPack	0x06001B85	Parse	1	0xD74D50	1	0.923000	0.414000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=8;mapped=4|android_il_field_refs=4;mapped=3|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	method	HBGBGKDAPON	0x06001C4C	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.Raid.QuestActionSetRaidInfoTutorialStep	0x06001D65	Parse	1	0xE03750	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	HGOLHBNDKFG	0x04001054	PBDBLNELILI	2	Nekki.SF2.Core.Quests.Actions.QuestActionShop	0x0400138B	_sliderType	2		1	1.000000	0.560000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	LBFKFBALMGA	SliderType	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	HGOLHBNDKFG	0x06001BFA	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionShop	0x06001C66	Parse	1	0xD8AE80	1	0.925333	0.428000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	method	HHMDDFCJDEO	0x06002252	JPMOEKPMFCE	3	Nekki.SF2.Core.Utils.Perks.PerkActionClearAction	0x060026DD	set_NameAction	3	0xF6A050	1	0.970000	0.585000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.String)	System.Void(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|property_event_semantics_equal|mapped_backing_field_link|android_il_field_refs=1;mapped=1|switch_script_rva_joined
Assembly-CSharp	method	HHMDDFCJDEO	0x06002253	PALCFKPEPPF	4	Nekki.SF2.Core.Utils.Perks.PerkActionClearAction	0x060026DE	Parse	4	0xF6A060	1	0.930000	0.545000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=6;mapped=4|android_il_field_refs=1;mapped=0|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	field	HHOJHNPKKFB	0x040014A7	value__	0	ConditionCompare	0x040019FC	value__	0		1	1.000000	0.824000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	HHPAEJNAAMB	0x04000FDF	AHKMLIBFMLA	0	Nekki.SF2.Core.Quests.Actions.QuestActionChangeScene	0x040012EE	_Destination	0		1	1.000000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String	System.String	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	HHPAEJNAAMB	0x06001B44	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionChangeScene	0x06001B8F	Parse	1	0xD756E0	1	0.930000	0.435000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	HNLBIPKJEAD	0x06001277	PALCFKPEPPF	3	Nekki.SF2.Core.Fights.Model.Animation.Moves.Actions.ActionStopSound	0x06000C1B	Parse	3	0x100DED0	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	IDDHECOKKJN	0x0400149E	value__	0	ConditionType	0x040019F3	value__	0		1	1.000000	0.830000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	IGDDHFCDELM	0x0400166C	<OPAFELFOFFB>k__BackingField	0	Nekki.SF2.Core.Utils.Perks.PerkActionSetModFrames	0x04001CB1	<ModName>k__BackingField	0		1	1.000000	0.780000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.String	System.String	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|property_backing_semantics_equal
Assembly-CSharp	method	IGDDHFCDELM	0x0600227A	KBHILDAFOEC	3	Nekki.SF2.Core.Utils.Perks.PerkActionSetModFrames	0x06002705	set_ModName	3	0xF6AED0	1	0.970000	0.486667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.String)	System.Void(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|property_event_semantics_equal|mapped_backing_field_link|android_il_field_refs=1;mapped=1|switch_script_rva_joined
Assembly-CSharp	method	IGDDHFCDELM	0x0600227D	PALCFKPEPPF	6	Nekki.SF2.Core.Utils.Perks.PerkActionSetModFrames	0x06002708	Parse	6	0xF6AEF0	1	0.930000	0.533333	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=18;mapped=9|android_il_field_refs=1;mapped=0|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	method	ILANMPAHHEK	0x06001256	PALCFKPEPPF	3	Nekki.SF2.Core.Fights.Model.Animation.Moves.Actions.ActionHitEffect	0x06000BF9	Parse	3	0x100C220	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	INJNCLFDJAG	0x06001B58	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionDeliver	0x06001BA9	Parse	1	0xD78700	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	field	IPKNDMINFMJ	0x040013F8	value__	0	ScreenType	0x04001919	value__	0		1	1.000000	0.810000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	JCKHNJBNBAJ	0x06001C35	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionVariable	0x06001CA4	Parse	1	0xD91E40	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	field	JCMJHAGMFNC	0x04001060	CNCHOEKEBDB	9	Nekki.SF2.Core.Quests.Actions.QuestActionShowMapButton	0x040013A4	_AutoPosition	15		1	0.997882	0.662824	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean	System.Boolean	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_position_close|constant_equal|field_semantics_equal
Assembly-CSharp	method	JDLLFCPGEME	0x06001920	AGGMKGGCMMB	3	Nekki.SF2.Core.Forge.ForgeManager	0x0600137D	GetRecipeByName	9	0xF34E20	1	0.900118	0.183176	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	INODIOJPNJH(System.String)	Nekki.SF2.Core.Forge.Recipe(System.String)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|switch_script_rva_joined
Assembly-CSharp	method	JDLLFCPGEME	0x06001921	MKJFMGGBLEI	4	Nekki.SF2.Core.Forge.ForgeManager	0x06001382	GetAspectValueByLevel	14	0xF358C0	1	0.926706	0.298235	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32(System.Int32)	System.Int32(System.Int32)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	JONMJFCIKON	0x04001C00	value__	0	Nekki.SF2.GUI.Fight.ScreenFightType	0x040029E9	value__	0		1	1.000000	0.809231	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	JOPONFMDIKE	0x0400177F	BAINMLLIKOL	2	Nekki.SF2.Core.Utils.CharProgLevel	0x04001DFA	value	2		1	1.000000	0.720000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int64	System.Int64	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	JPCHBCLGMLK	0x04001407	value__	0	BulletType	0x04001930	value__	0		1	1.000000	0.860000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	method	KBFMIDDEKAM	0x06001BC0	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionMapMask	0x06001C27	Parse	1	0xD86800	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=5;mapped=3|android_il_field_refs=2;mapped=1|android_il_literals=2|switch_script_rva_joined
Assembly-CSharp	method	KCBLJINLCOB	0x0600126F	PALCFKPEPPF	3	Nekki.SF2.Core.Fights.Model.Animation.Moves.Actions.ActionStopEffect	0x06000C13	Parse	3	0x100DCF0	1	0.930000	0.446667	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	method	KCDDKIDBHNM	0x06001C21	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionToggleGroup	0x06001C8D	Parse	1	0xD90850	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=3;mapped=2|android_il_literals=3|switch_script_rva_joined
Assembly-CSharp	field	KDDNHLLMDDG	0x0400108D	PJALFNFOBGO	2	Nekki.SF2.Core.Quests.Actions.QuestActionStoryTutorialPunchbag	0x0400140E	_WaitTimeCoroutine	2		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Collections.IEnumerator	System.Collections.IEnumerator	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	KDDNHLLMDDG	0x0400108E	FDKDKKKBIMK	3	Nekki.SF2.Core.Quests.Actions.QuestActionStoryTutorialPunchbag	0x0400140F	_LastAnimationIsKick	3		1	1.000000	0.700000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Boolean	System.Boolean	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	KEHEFBGBNDH	0x06001B8A	PALCFKPEPPF	1	Nekki.SF2.Core.Quests.Actions.QuestActionForceExecution	0x06001BEB	Parse	1	0xD80300	1	0.930000	0.470000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Void(System.Xml.XmlNode)	System.Void(System.Xml.XmlNode)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_ordinal_exact|method_semantics_equal|android_il_call_refs=4;mapped=2|android_il_field_refs=2;mapped=1|android_il_literals=1|switch_script_rva_joined
Assembly-CSharp	field	KGJKCFCFEED	0x04000FC6	value__	0	Nekki.SF2.Core.Permissions.PermissionRequestResult	0x040012CD	value__	0		1	1.000000	0.840000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32	System.Int32	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal|meaningful_name_equal_supporting_only
Assembly-CSharp	field	KIBHCBGJLMN	0x04000FE2	LMLIAPBPODB	2	Nekki.SF2.Core.Quests.Actions.QuestActionChangeTab	0x040012F2	_TabType	2		1	1.000000	0.540000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	LBFKFBALMGA	SliderType	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	field	KIBHCBGJLMN	0x04000FE3	LDEOONBMKAO	3	Nekki.SF2.Core.Quests.Actions.QuestActionChangeTab	0x040012F3	_ScreenType	3		1	1.000000	0.540000	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	IPKNDMINFMJ	ScreenType	mapped_field_type_exact|normalized_field_shape_equal|field_flags_equal|declaration_ordinal_exact|constant_equal|field_semantics_equal
Assembly-CSharp	method	KMKIHHLEAGA	0x06002550	FCCPPGDAIEF	1	XmlUtils	0x06002ACB	ParseInt	0	0x15C9660	1	0.926585	0.428555	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32(System.Xml.XmlAttribute,System.Int32)	System.Int32(System.Xml.XmlAttribute,System.Int32)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002551	MKHOHGCBBIC	2	XmlUtils	0x06002ACB	ParseInt	0	0x15C9660	1	0.923171	0.424615	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int32(System.Xml.XmlAttribute,System.Int32)	System.Int32(System.Xml.XmlAttribute,System.Int32)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002552	JAKJMLMLOJD	3	XmlUtils	0x06002ACC	ParseLong	1	0x15C9740	1	0.925141	0.425666	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int64(System.Xml.XmlAttribute,System.Int64)	System.Int64(System.Xml.XmlAttribute,System.Int64)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002553	BMCAIKDGOKG	4	XmlUtils	0x06002ACC	ParseLong	1	0x15C9740	1	0.921726	0.424221	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Int64(System.Xml.XmlAttribute,System.Int64)	System.Int64(System.Xml.XmlAttribute,System.Int64)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002554	FFGIKHDDGKO	5	XmlUtils	0x06002ACD	ParseUint	2	0x15C97C0	1	0.923696	0.424615	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.UInt32(System.Xml.XmlAttribute,System.UInt32)	System.UInt32(System.Xml.XmlAttribute,System.UInt32)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002555	PADGGABEIND	6	XmlUtils	0x06002ACD	ParseUint	2	0x15C97C0	1	0.920281	0.421332	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.UInt32(System.Xml.XmlAttribute,System.UInt32)	System.UInt32(System.Xml.XmlAttribute,System.UInt32)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
Assembly-CSharp	method	KMKIHHLEAGA	0x06002556	DCNCEKPIGMP	7	XmlUtils	0x06002ACE	ParseFloat	3	0x15C99A0	1	0.922251	0.424615	HIGH_CONFIDENCE	manual_reviewed_type	ACCEPTED	System.Single(System.Xml.XmlAttribute,System.Single)	System.Single(System.Xml.XmlAttribute,System.Single)	mapped_return_type_exact|mapped_parameter_types_exact|normalized_signature_equal|method_flags_equal|declaration_position_close|method_semantics_equal|android_il_call_refs=2;mapped=0|switch_script_rva_joined
